Hotel Code,Hotel Name,Generated Date,Generated Time,Report Name
NNNH,Now Now Noho,07/23/2026,13:21:17,JFKNOW_RESV_Export_Manual
Hotel Code,Country,State,Postal Code,Group Name,Origin Code,Segment Code,Market Code,Hotel Name,Source Code,Purpose Of Stay,External System Reference,External System,Lead Days,Cancel Date,Stay Type,Updated At,Confirmation Number,Reservation Status,Nights,Adults,Children,Arrival Rate Code,Last Night Price,First Night Price,Adr,Arrival Room Type,Departure Date,Arrival Date,Travel Agent,Company,Guest Id,Reservation Id,Created At Hz,Departure Room Type,Arrival Room Number,Departure Room Number,City
NNNH,United States,NY,10025,,,,Retail,Now Now Noho,Direct,,BBN-BB24111115785246,SITEMINDER,142,2024-11-12,N,2024-12-03 18:34:51 -0500,100010,CANCELED,1,1,0,BAR,149.0,149.0,149.0,CSC,2025-04-03,2025-04-02,Direct Booking,,132424938,121682727,2024-11-11 16:55:58,CSC,,,New York
NNNH,United States,California,90405,,,,Retail,Now Now Noho,Direct,,BBN-BB24111215792911,SITEMINDER,194,2024-11-12,N,2024-12-03 18:36:51 -0500,100011,CANCELED,1,1,0,BAR,189.0,189.0,189.0,CSC,2025-05-26,2025-05-25,Direct Booking,,132657792,121699100,2024-11-12 14:56:35,CSC,,,Santa Monica
NNNH,,"",,,,,Discount,Now Now Noho,Direct,,100012,DUETTO,160,,N,2025-11-04 19:12:24 -0500,100012,CHECKEDOUT,4,1,0,BFCM,118.0,104.0,107.5,CSC,2025-04-27,2025-04-23,,,132694940,121738212,2024-11-14 16:34:32,CSC,453,453,""
NNNH,United States,CA,90404,,,,OTA,Now Now Noho,Hostelworld,,HWL-328836-565524089,SITEMINDER,157,2024-11-15,N,2025-07-31 18:48:22 -0400,100013,CANCELED,1,1,0,OTHOS,149.0,149.0,149.0,CSC,2025-04-22,2025-04-21,Hostelworld Group,,132708494,121752359,2024-11-15 13:09:23,CSC,,,Santa Monica
NNNH,United States,,,,,,OTA,Now Now Noho,Booking,,BDC-4415086193,SITEMINDER,158,2024-11-15,N,2024-12-03 18:35:51 -0500,100014,CANCELED,1,1,0,OTBKGLO,149.0,149.0,149.0,CSC,2025-04-23,2025-04-22,Booking.com,,132713270,121757355,2024-11-15 17:19:27,CSC,,,.
NNNH,Algeria,"",,,,,OTA,Now Now Noho,Booking,,BDC-4415045520,SITEMINDER,193,,N,2025-05-29 03:24:39 -0400,100015,NOSHOW,8,1,0,OTBKGLO,179.0,169.0,175.25,WSC,2025-06-05,2025-05-28,Booking.com,,132722325,121766210,2024-11-16 11:59:18,WSC,338,338,""
NNNH,Poland,,,,,,OTA,Now Now Noho,Booking,,BDC-4662736490,SITEMINDER,135,2024-11-17,N,2024-12-03 18:34:51 -0500,100016,CANCELED,3,1,0,OTBKGLO,139.0,149.0,145.67,WSC,2025-04-04,2025-04-01,Booking.com,,132734521,121778305,2024-11-17 12:34:30,WSC,,,.
NNNH,United Kingdom,,,,,,OTA,Now Now Noho,Booking,,BDC-4964777409,SITEMINDER,208,2025-05-14,N,2025-05-14 10:54:16 -0400,100017,CANCELED,14,1,0,OTBKGLO,169.0,189.0,161.86,ADA,2025-06-28,2025-06-14,Booking.com,,132740057,121784233,2024-11-17 20:19:38,ADA,,,
NNNH,United States,NY,10025,,,,Retail,Now Now Noho,Direct,,BBN-BB24111815838710,SITEMINDER,134,2024-11-18,N,2024-12-03 18:34:51 -0500,100018,CANCELED,1,1,0,BAR,149.0,149.0,149.0,CSC,2025-04-02,2025-04-01,Direct Booking,,132753632,121801848,2024-11-18 15:49:39,CSC,,,New York
NNNH,Italy,,,,,,OTA,Now Now Noho,Booking,,BDC-4626460248,SITEMINDER,156,2025-04-11,N,2025-04-11 09:56:12 -0400,100019,CANCELED,10,1,0,OTBKGLO,118.3,118.3,113.4,CSC,2025-05-06,2025-04-26,Booking.com,,132798816,121851017,2024-11-21 04:47:21,CSC,,,
NNNH,Germany,,,,,,OTA,Now Now Noho,Booking,,BDC-4387992565,SITEMINDER,300,2025-05-04,N,2025-05-04 08:17:06 -0400,100020,CANCELED,2,1,0,OTBKGLO,125.3,139.3,132.3,WSC,2025-09-19,2025-09-17,Booking.com,,132799461,121851655,2024-11-21 06:32:39,WSC,,,.
NNNH,,,,,,,OTA,Now Now Noho,Booking,,BDC-4960832712,SITEMINDER,224,2025-01-30,N,2025-01-30 07:49:36 -0500,100021,CANCELED,15,1,0,OTBKGLO,90.3,111.3,101.04,CSC,2025-07-18,2025-07-03,Booking.com,,132799481,121851674,2024-11-21 06:37:30,CSC,,,
NNNH,Algeria,,,,,,OTA,Now Now Noho,Booking,,BDC-4481851294,SITEMINDER,201,2024-11-23,N,2024-12-03 18:36:51 -0500,100022,CANCELED,14,1,0,OTBKGLO,111.3,111.3,113.3,CSC,2025-06-24,2025-06-10,Booking.com,,132799520,121851709,2024-11-21 06:42:42,CSC,,,
NNNH,United Kingdom,,,,,,OTA,Now Now Noho,Booking,,BDC-4379800167,SITEMINDER,138,2025-01-16,N,2025-01-16 10:27:07 -0500,100023,CANCELED,2,1,0,OTBKGLO,104.3,104.3,104.3,CSC,2025-04-10,2025-04-08,Booking.com,,132799690,121851882,2024-11-21 07:07:35,CSC,,,
NNNH,Ecuador,,,,,,OTA,Now Now Noho,Booking,,BDC-4871007376,SITEMINDER,237,,N,2025-07-17 03:11:34 -0400,100024,NOSHOW,6,1,0,OTBKGLO,97.3,97.3,98.47,WSC,2025-07-22,2025-07-16,Booking.com,,132803801,121856365,2024-11-21 12:13:08,WSC,345,345,
NNNH,Denmark,,,,,,OTA,Now Now Noho,Booking,,BDC-4663457436,SITEMINDER,143,2025-03-25,N,2025-03-25 07:54:51 -0400,100025,CANCELED,7,1,0,OTBKGLO,118.3,97.3,105.3,WSC,2025-04-20,2025-04-13,Booking.com,,132807468,121860116,2024-11-21 14:57:46,WSC,,,
NNNH,,,,,,,OTA,Now Now Noho,Booking,,BDC-4727188379,SITEMINDER,170,2025-03-16,N,2025-03-16 20:02:21 -0400,100026,CANCELED,7,1,0,OTBKGLO,139.3,139.3,143.3,CSC,2025-05-17,2025-05-10,Booking.com,,132810535,121863289,2024-11-21 17:42:23,CSC,,,
NNNH,Brazil,,,,,,OTA,Now Now Noho,Booking,,BDC-4804614441,SITEMINDER,302,2025-02-11,N,2025-02-11 07:43:46 -0500,100027,CANCELED,2,1,0,OTBKG,189.0,239.0,214.0,CSC,2025-09-22,2025-09-20,Booking.com,,132813782,121866651,2024-11-21 21:37:44,CSC,,,.
NNNH,Belgium,"",,,,,OTA,Now Now Noho,Booking,,BDC-4555996662,SITEMINDER,132,,N,2025-07-31 18:27:07 -0400,100028,CHECKEDOUT,6,1,0,OTBKGLO,104.3,97.3,105.47,CSC,2025-04-09,2025-04-03,Booking.com,,132816908,121869649,2024-11-22 03:27:31,CSC,227,227,""
NNNH,Sweden,,,,,,OTA,Now Now Noho,Booking,,BDC-4804687002,SITEMINDER,145,2024-11-25,N,2024-12-03 18:35:51 -0500,100029,CANCELED,4,1,0,OTBKGLO,132.3,118.3,121.8,NNC,2025-04-20,2025-04-16,Booking.com,,132817907,121870637,2024-11-22 06:12:21,NNC,,,.
NNNH,Brazil,,,,,,OTA,Now Now Noho,Booking,,BDC-4555998825,SITEMINDER,147,2025-04-13,N,2025-04-13 10:46:56 -0400,100030,CANCELED,3,1,0,OTBKGLO,97.3,111.3,108.97,CSC,2025-04-21,2025-04-18,Booking.com,,132819754,121872543,2024-11-22 09:38:33,CSC,,,
NNNH,,,,,,,OTA,Now Now Noho,Expedia,,EXP-X-364731635,SITEMINDER,151,2024-11-22,N,2024-12-03 18:35:51 -0500,100031,CANCELED,1,1,0,OTEXHC,134.1,134.1,134.1,CSC,2025-04-23,2025-04-22,Expedia,,132821069,121873889,2024-11-22 11:07:40,CSC,,,
NNNH,Germany,,,,,,OTA,Now Now Noho,Booking,,BDC-4330807991,SITEMINDER,145,,N,2025-07-31 18:30:19 -0400,100032,CHECKEDOUT,4,1,0,OTBKGLO,118.3,104.3,107.8,CSC,2025-04-20,2025-04-16,Booking.com,,132822349,121875212,2024-11-22 12:17:24,CSC,213,213,
NNNH,France,,,,,,OTA,Now Now Noho,Booking,,BDC-4330845180,SITEMINDER,156,2025-03-31,N,2025-03-31 16:53:56 -0400,100033,CANCELED,9,1,0,OTBKGLO,118.3,97.3,112.86,CSC,2025-05-06,2025-04-27,Booking.com,,132822908,121875819,2024-11-22 12:52:20,CSC,,,.
NNNH,,,,,,,OTA,Now Now Noho,Expedia,,100034,DUETTO,186,2025-03-05,N,2025-11-04 19:25:00 -0500,100034,CANCELED,5,1,0,OTEXLOH,139.3,118.3,122.5,ADA,2025-06-01,2025-05-27,Expedia,,132822929,121875947,2024-11-22 12:59:33,ADA,,,""
NNNH,Netherlands,,,,,,OTA,Now Now Noho,Booking,,BDC-4372757128,SITEMINDER,218,2024-11-22,N,2024-12-03 18:36:51 -0500,100035,CANCELED,5,1,0,OTBKGLO,97.3,132.3,105.7,WSC,2025-07-03,2025-06-28,Booking.com,,132824678,121877677,2024-11-22 14:32:30,WSC,,,.
NNNH,Portugal,,,,,,OTA,Now Now Noho,Booking,,BDC-4690523950,SITEMINDER,154,,N,2025-07-31 18:15:51 -0400,100036,CHECKEDOUT,3,1,0,OTBKGLO,97.3,111.3,108.97,CSC,2025-04-28,2025-04-25,Booking.com,,132828466,121881592,2024-11-22 17:58:08,CSC,220,220,.
NNNH,Finland,,,,,,OTA,Now Now Noho,Booking,,BDC-4804636368,SITEMINDER,159,2025-02-11,N,2025-02-11 14:33:48 -0500,100037,CANCELED,8,1,0,OTBKGLO,111.3,111.3,119.18,CSC,2025-05-09,2025-05-01,Booking.com,,132835266,121888394,2024-11-23 06:22:20,CSC,,,
NNNH,United Kingdom,,,,,,OTA,Now Now Noho,Booking,,BDC-4444165169,SITEMINDER,244,2025-03-29,N,2025-03-29 04:33:05 -0400,100038,CANCELED,2,1,0,OTBKGLO,111.3,104.3,107.8,CSC,2025-07-27,2025-07-25,Booking.com,,132835307,121888432,2024-11-23 06:32:32,CSC,,,.
NNNH,United Kingdom,,,,,,OTA,Now Now Noho,Booking,,BDC-4894430114,SITEMINDER,229,2024-11-23,N,2024-12-03 18:37:52 -0500,100039,CANCELED,5,1,0,OTBKGLO,111.3,104.3,112.7,NNC,2025-07-15,2025-07-10,Booking.com,,132835530,121888691,2024-11-23 07:22:32,NNC,,,
NNNH,Congo,,,,,,OTA,Now Now Noho,Booking,,BDC-4690504279,SITEMINDER,129,,N,2025-07-31 19:44:26 -0400,100040,CHECKEDOUT,1,1,0,OTBKGLO,104.3,104.3,104.3,CSC,2025-04-02,2025-04-01,Booking.com,,132835550,121888718,2024-11-23 07:27:23,CSC,254,254,.
NNNH,,,,,,,OTA,Now Now Noho,Booking,,BDC-4368694979,SITEMINDER,191,,N,2025-06-03 03:09:54 -0400,100041,NOSHOW,29,1,0,OTBKGLO,97.3,125.3,114.2,ADA,2025-07-01,2025-06-02,Booking.com,,132838529,121891791,2024-11-23 12:02:28,ADA,,,
NNNH,United Kingdom,,,,,,OTA,Now Now Noho,Booking,,BDC-4944406663,SITEMINDER,140,2024-11-23,N,2024-12-03 18:34:51 -0500,100042,CANCELED,7,1,0,OTBKGLO,159.0,169.0,150.43,CSC,2025-04-19,2025-04-12,Booking.com,,132840065,121893397,2024-11-23 13:57:32,CSC,,,
NNNH,France,,,,,,OTA,Now Now Noho,Booking,,BDC-4781090053,SITEMINDER,224,2025-03-28,N,2025-03-28 10:09:11 -0400,100043,CANCELED,5,1,0,OTBKGLO,139.0,179.0,145.0,CSC,2025-07-10,2025-07-05,Booking.com,,132843287,121896528,2024-11-23 17:28:19,CSC,,,
NNNH,Namibia,,,,,,OTA,Now Now Noho,Booking,,BDC-4378885510,SITEMINDER,228,2025-05-20,N,2025-05-20 16:06:16 -0400,100044,CANCELED,1,1,0,OTBKGLO,129.0,129.0,129.0,ADA,2025-07-11,2025-07-10,Booking.com,,132849545,121902644,2024-11-24 06:33:15,ADA,,,
NNNH,Algeria,,,,,,OTA,Now Now Noho,Booking,,BDC-4368620042,SITEMINDER,177,,N,2025-05-21 03:10:23 -0400,100045,NOSHOW,10,1,0,OTBKGLO,159.0,169.0,169.0,WSC,2025-05-30,2025-05-20,Booking.com,,132853979,121907224,2024-11-24 13:47:21,WSC,353,353,
NNNH,Belgium,,,,,,OTA,Now Now Noho,Booking,,BDC-4387386209,SITEMINDER,144,2024-11-26,N,2024-12-03 18:35:51 -0500,100046,CANCELED,3,1,0,OTBKGLO,169.0,139.0,155.67,CSC,2025-04-20,2025-04-17,Booking.com,,132855034,121908337,2024-11-24 15:02:50,CSC,,,.
NNNH,,"",,,,,OTA,Now Now Noho,Expedia,,100047,DUETTO,143,,N,2025-11-04 19:19:00 -0500,100047,NOSHOW,5,1,0,OTEXHC,134.1,125.1,135.9,CSC,2025-04-22,2025-04-17,Expedia,,132871088,121925438,2024-11-25 14:57:28,CSC,242,242,""
NNNH,,,,,,,OTA,Now Now Noho,Expedia,,100048,DUETTO,149,,N,2025-11-04 19:19:00 -0500,100048,NOSHOW,4,1,0,OTEXLOH,118.3,104.3,107.8,CSC,2025-04-27,2025-04-23,Expedia,,132871372,121925722,2024-11-25 15:07:55,CSC,438,438,""
NNNH,,,,,,,OTA,Now Now Noho,Expedia,,100049,DUETTO,149,,N,2025-11-04 19:19:00 -0500,100049,NOSHOW,4,1,0,OTEXLOH,118.3,104.3,107.8,CSC,2025-04-27,2025-04-23,Expedia,,132871439,121925772,2024-11-25 15:11:17,CSC,447,447,""
NNNH,,,,,,,OTA,Now Now Noho,Expedia,,100050,DUETTO,214,,N,2025-11-04 19:19:00 -0500,100050,NOSHOW,3,1,0,OTEXLOH,104.3,118.3,118.27,CSC,2025-06-30,2025-06-27,Expedia,,132871527,121925863,2024-11-25 15:14:41,CSC,453,453,""
NNNH,,"",,,,,OTA,Now Now Noho,Expedia,,100051,DUETTO,220,2025-07-02,N,2025-11-04 19:19:00 -0500,100051,CANCELED,3,1,0,OTEXLOH,125.3,111.3,118.3,CSC,2025-07-06,2025-07-03,Expedia,,132871580,121925921,2024-11-25 15:17:27,CSC,,,""
NNNH,United States,CA,91042,,,,Discount,Now Now Noho,Direct,,BBN-BB24112615892398,SITEMINDER,153,,N,2025-04-29 03:09:14 -0400,100052,NOSHOW,7,1,0,BFCM,111.3,104.3,114.3,CSC,2025-05-05,2025-04-28,Direct Booking,,132880880,121935945,2024-11-26 05:10:49,CSC,206,206,Tujunga
NNNH,Canada,,,,,,OTA,Now Now Noho,Booking,,BDC-4686787076,SITEMINDER,156,2025-04-08,N,2025-04-08 16:36:56 -0400,100053,CANCELED,3,1,0,OTBKGLO,199.0,159.0,179.0,CSC,2025-05-04,2025-05-01,Booking.com,,132885031,121940501,2024-11-26 11:51:17,CSC,,,.
NNNH,Canada,,,,,,OTA,Now Now Noho,Booking,,BDC-4686787076,SITEMINDER,156,2025-04-08,N,2025-04-08 16:36:56 -0400,100054,CANCELED,3,1,0,OTBKGLO,199.0,159.0,179.0,CSC,2025-05-04,2025-05-01,Booking.com,,132885031,121940503,2024-11-26 11:51:20,CSC,,,.
NNNH,Algeria,,,,,,OTA,Now Now Noho,Booking,,BDC-4455409690,SITEMINDER,238,2024-12-01,N,2024-12-03 18:37:52 -0500,100055,CANCELED,8,1,0,OTBKGLO,139.0,139.0,140.25,CSC,2025-07-31,2025-07-23,Booking.com,,132897154,121953092,2024-11-27 03:55:58,CSC,,,
NNNH,Australia,,,,,,OTA,Now Now Noho,Booking,,BDC-4462758260,SITEMINDER,187,2025-02-12,N,2025-02-12 18:09:13 -0500,100056,CANCELED,7,1,0,OTBKGLO,149.0,179.0,170.43,WSC,2025-06-09,2025-06-02,Booking.com,,132897487,121953437,2024-11-27 05:05:55,WSC,,,.
NNNH,United States,,54604,,,,OTA,Now Now Noho,Expedia,,EXP-X-367864088,SITEMINDER,191,,N,2025-07-31 18:45:48 -0400,100057,CHECKEDOUT,5,1,0,OTEXAPE,80.14,85.18,83.17,WSC,2025-06-11,2025-06-06,Expedia,,132904816,121961285,2024-11-27 15:31:13,WSC,335,335,
NNNH,Netherlands,,,,,,OTA,Now Now Noho,Booking,,BDC-4965903802,SITEMINDER,126,,N,2025-07-31 18:40:43 -0400,100058,CHECKEDOUT,3,1,0,OTBKGLO,189.0,159.0,175.67,WSC,2025-04-06,2025-04-03,Booking.com,,132914327,121971094,2024-11-28 08:25:49,WSC,315,315,
NNNH,"Iran, Islamic Republic Of","",,,,,OTA,Now Now Noho,Expedia,,EXP-X-369096535,SITEMINDER,178,,N,2025-07-31 18:21:14 -0400,100059,CHECKEDOUT,2,1,0,OTEXAPE,89.04,72.24,80.64,CSC,2025-05-28,2025-05-26,Expedia,,132934182,121991956,2024-11-29 16:45:57,CSC,241,241,""
NNNH,Pakistan,,,,,,OTA,Now Now Noho,Booking,,BDC-4803993792,SITEMINDER,226,2025-03-31,N,2025-03-31 13:44:09 -0400,100060,CANCELED,15,1,0,OTBKGLO,139.0,169.0,155.67,CSC,2025-07-30,2025-07-15,Booking.com,,132954586,122012892,2024-12-01 04:20:47,CSC,,,.
NNNH,Algeria,,,,,,OTA,Now Now Noho,Booking,,BDC-4417586760,SITEMINDER,249,2024-12-01,N,2024-12-03 18:37:52 -0500,100061,CANCELED,7,1,0,OTBKGLO,139.0,129.0,140.43,CSC,2025-08-14,2025-08-07,Booking.com,,132955172,122013511,2024-12-01 06:41:13,CSC,,,
NNNH,Ireland,,,,,,OTA,Now Now Noho,Booking,,BDC-4464024750,SITEMINDER,181,2025-03-03,N,2025-03-03 15:20:12 -0500,100062,CANCELED,1,1,0,OTBKGLO,209.0,209.0,209.0,WSC,2025-06-01,2025-05-31,Booking.com,,132955351,122013695,2024-12-01 07:26:21,WSC,,,.
NNNH,Algeria,"",,,,,OTA,Now Now Noho,Booking,,BDC-4913925055,SITEMINDER,234,,N,2025-07-24 03:10:00 -0400,100063,NOSHOW,9,1,0,OTBKGLO,129.0,159.0,147.89,WSC,2025-08-01,2025-07-23,Booking.com,,132956351,122014749,2024-12-01 09:56:06,WSC,,,""
NNNH,Ghana,"",,,,,OTA,Now Now Noho,Booking,,BDC-4815691674,SITEMINDER,132,,N,2025-04-13 03:13:51 -0400,100064,NOSHOW,8,1,0,OTBKGLO,249.0,219.0,206.5,CSC,2025-04-20,2025-04-12,Booking.com,,132958428,122017088,2024-12-01 12:55:59,CSC,,,""
NNNH,United States,,,,,,OTA,Now Now Noho,Booking,,BDC-4694272843,SITEMINDER,120,,N,2025-07-31 19:44:01 -0400,100065,CHECKEDOUT,1,1,0,OTBKGLO,169.0,169.0,169.0,WSC,2025-04-02,2025-04-01,Booking.com,,132973466,122033598,2024-12-02 11:31:18,WSC,303,303,
NNNH,,,,,,,OTA,Now Now Noho,Booking,,BDC-4933969135,SITEMINDER,145,2024-12-02,N,2025-11-04 19:47:54 -0500,100066,CANCELED,14,1,0,OTBKGLO,125.3,118.3,114.3,CSC,2025-05-10,2025-04-26,Booking.com,,132976441,122037132,2024-12-02 14:03:07,CSC,,,""
NNNH,,,,,,,OTA,Now Now Noho,Booking,,BDC-4398442445,SITEMINDER,126,2024-12-02,N,2025-11-04 19:47:54 -0500,100067,CANCELED,3,1,0,OTBKGLO,179.0,129.0,159.0,WSC,2025-04-10,2025-04-07,Booking.com,,132976731,122037394,2024-12-02 14:14:19,WSC,,,""
NNNH,Austria,"",,,,,OTA,Now Now Noho,Expedia,,EXP-X-372489629,SITEMINDER,172,,N,2025-07-31 18:38:13 -0400,100068,CHECKEDOUT,6,1,0,OTEXAPE,105.34,65.02,87.7,CSC,2025-06-01,2025-05-26,Expedia,,133023837,122088962,2024-12-04 22:50:53,CSC,237,237,""
NNNH,Austria,,3385,,,,Discount,Now Now Noho,Direct,,BBN-BB24120515959238,SITEMINDER,280,,N,2025-09-15 13:21:52 -0400,100069,CHECKEDOUT,4,1,0,ADV,152.15,152.15,169.15,WSC,2025-09-15,2025-09-11,Direct Booking,,133027454,122092449,2024-12-05 07:15:46,WSC,353,353,Prinzersdorf
NNNH,,,,,,,OTA,Now Now Noho,Booking,,BDC-4364039928,SITEMINDER,248,2025-05-12,N,2025-05-12 12:31:23 -0400,100070,CANCELED,9,1,0,OTBKGLO,139.0,129.0,139.0,ADA,2025-08-19,2025-08-10,Booking.com,,133032567,122098075,2024-12-05 14:19:36,ADA,,,
NNNH,Morocco,,,,,,OTA,Now Now Noho,Booking,,BDC-4584374075,SITEMINDER,117,2025-03-04,N,2025-03-04 20:10:36 -0500,100071,CANCELED,14,1,0,OTBKGLO,169.0,169.0,170.43,WSC,2025-04-15,2025-04-01,Booking.com,,133036913,122102541,2024-12-05 18:59:23,WSC,,,
NNNH,,,,,,,OTA,Now Now Noho,Booking,,BDC-4955913398,SITEMINDER,170,,N,2025-05-26 03:12:06 -0400,100072,NOSHOW,2,1,0,OTBKGLO,129.0,159.0,144.0,CSC,2025-05-27,2025-05-25,Booking.com,,133041393,122106883,2024-12-06 03:59:18,CSC,236,236,
NNNH,Algeria,,,,,,OTA,Now Now Noho,Booking,,BDC-4448461597,SITEMINDER,246,,N,2025-08-11 03:10:37 -0400,100073,NOSHOW,15,1,0,OTBKGLO,129.0,129.0,139.67,PCSC,2025-08-25,2025-08-10,Booking.com,,133058186,122123179,2024-12-07 08:19:40,PCSC,254,254,
NNNH,Poland,,,,,,OTA,Now Now Noho,Booking,,BDC-4448491467,SITEMINDER,254,2025-05-30,N,2025-05-30 12:10:52 -0400,100074,CANCELED,4,1,0,OTBKGLO,129.0,139.0,136.5,WSC,2025-08-22,2025-08-18,Booking.com,,133062196,122127249,2024-12-07 15:09:35,WSC,,,
NNNH,Algeria,,,,,,OTA,Now Now Noho,Booking,,BDC-4679555529,SITEMINDER,184,,N,2025-06-11 03:12:11 -0400,100075,NOSHOW,9,1,0,OTBKGLO,159.0,249.0,186.78,WSC,2025-06-19,2025-06-10,Booking.com,,133070432,122135025,2024-12-08 09:54:24,WSC,,,
NNNH,Algeria,,,,,,OTA,Now Now Noho,Booking,,BDC-4463097782,SITEMINDER,183,2024-12-09,N,2024-12-09 05:39:35 -0500,100076,CANCELED,7,1,0,OTBKGLO,159.0,249.0,194.72,WSC,2025-06-17,2025-06-10,Booking.com,,133080446,122145401,2024-12-09 03:54:31,WSC,,,
NNNH,,,,,,,OTA,Now Now Noho,Booking,,BDC-4301248105,SITEMINDER,183,,N,2025-06-11 03:12:11 -0400,100077,NOSHOW,7,1,0,OTBKGLO,159.0,249.0,194.72,WSC,2025-06-17,2025-06-10,Booking.com,,133080505,122145461,2024-12-09 04:04:24,WSC,,,
NNNH,United Kingdom,,,,,,OTA,Now Now Noho,Booking,,BDC-4715209171,SITEMINDER,166,2025-03-14,N,2025-03-15 02:51:00 -0400,100078,CANCELED,4,1,0,OTBKGLO,159.0,259.0,176.5,WSC,2025-05-28,2025-05-24,Booking.com,,133082519,122147653,2024-12-09 09:34:26,WSC,,,
NNNH,Morocco,,,,,,OTA,Now Now Noho,Booking,,BDC-4679557241,SITEMINDER,210,2025-01-17,N,2025-01-17 04:57:21 -0500,100079,CANCELED,19,1,0,OTBKGLO,159.0,139.0,156.37,WSC,2025-07-26,2025-07-07,Booking.com,,133083930,122149167,2024-12-09 11:15:34,WSC,,,
NNNH,New Zealand,,,,,,OTA,Now Now Noho,Booking,,BDC-4956963783,SITEMINDER,149,2025-01-07,N,2025-01-08 02:25:30 -0500,100080,CANCELED,5,1,0,OTBKGLO,139.0,159.0,187.0,WSC,2025-05-12,2025-05-07,Booking.com,,133087156,122152518,2024-12-09 14:19:43,WSC,,,
NNNH,France,,,,,,OTA,Now Now Noho,Booking,,BDC-4367517325,SITEMINDER,254,2025-04-06,N,2025-04-06 13:35:06 -0400,100081,CANCELED,10,1,0,OTBKGLO,199.0,159.0,166.0,NNC,2025-08-30,2025-08-20,Booking.com,,133090056,122155707,2024-12-09 17:14:30,NNC,,,
